order_date,ship_date,platform,category,product_name,quantity,campaign,voucher_code,discount_pct,discount_value,shipping_cost,net_sales,payment_method,customer_segment,region,stock_status,order_status,customer_rating,priority_flag,is_high_value,order_priority,valid_transaction
2024-07-24,31/07/2024,TIKTOK SHOP,FASHION,SNEAKERS,1,FLASH SALE,DISC10,10.0,51925,20000,467323,TRANSFER BANK,RETURNING,MEDAN,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
2024-07-15,2024/03/31,SHOPEE,HOME LIVING,VACUUM CLEANER,2,MEGA CAMPAIGN,DISC20,20.0,420659,25000,0,COD,NEW,BEKASI,IN STOCK,CANCELLED,5,PRIORITY,NO,LOW,INVALID
26/05/2024,2024/05/30,TIKTOK SHOP,BEAUTY,SKINCARE SERUM,5,FLASH SALE,DISC10,0.0,36717,20000,330453,CREDIT CARD,NEW,SEMARANG,IN STOCK,COMPLETED,3,N,NO,LOW,VALID
05/12/2024,2024-12-14,SHOPEE,FASHION,HOODIE,5,MEGA CAMPAIGN,DISC20,20.0,111291,15000,445164,CREDIT CARD,NEW,SURABAYA,IN STOCK,COMPLETED,4,N,NO,LOW,VALID
2024/04/22,04-30-2024,LAZADA,FASHION,HOODIE,3,MEGA CAMPAIGN,DISC20,0.0,142193,12000,0,CREDIT CARD,RETURNING,SURABAYA,IN STOCK,RETUR,5,YES,NO,LOW,VALID
03/09/2024,2024/09/06,SHOPEE,FASHION,SNEAKERS,1,FLASH SALE,DISC10,10.0,49602,15000,446421,TRANSFER BANK,NEW,SURABAYA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024-01-06,2024-01-11,BLIBLI,FASHION,JEANS,5,NORMAL DAY,NONE,0.0,0,12000,885870,VIRTUAL ACCOUNT,NEW,SEMARANG,PREORDER,COMPLETED,4,N,NO,MEDIUM,VALID
2024-03-27,02/04/2024,SHOPEE,HOME LIVING,RICE COOKER,5,NORMAL DAY,NONE,0.0,0,25000,2469210,COD,RETURNING,BEKASI,IN STOCK,SHIPPED,5,NORMAL,YES,HIGH,VALID
12-02-2024,2024/03/31,SHOPEE,BEAUTY,SKINCARE SERUM,6,FLASH SALE,DISC10,10.0,202203,9000,1819827,CREDIT CARD,RETURNING,JAKARTA,LOW STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
2024/01/29,02-05-2024,TIKTOK SHOP,FASHION,JEANS,3,FLASH SALE,DISC10,10.0,175298,15000,1577686,TRANSFER BANK,NEW,SEMARANG,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
2024-12-14,2024/12/17,BLIBLI,FASHION,WOMEN DRESS,2,FLASH SALE,DISC10,10.0,85600,12000,770398,TRANSFER BANK,VIP,BANDUNG,IN STOCK,COMPLETED,5,YES,NO,MEDIUM,VALID
2024/05/06,2024/05/15,LAZADA,BEAUTY,BODY LOTION,5,MEGA CAMPAIGN,DISC20,0.0,186035,9000,744140,COD,NEW,BANDUNG,PREORDER,COMPLETED,5,PRIORITY,NO,MEDIUM,VALID
2024/07/27,28/07/2024,SHOPEE,SPORTS,YOGA MAT,1,FLASH SALE,DISC10,10.0,40783,9000,367051,VIRTUAL ACCOUNT,VIP,BEKASI,PREORDER,COMPLETED,5,PRIORITY,NO,LOW,VALID
2024/04/23,04-25-2024,TIKTOK SHOP,FASHION,SNEAKERS,5,FLASH SALE,DISC10,10.0,276804,20000,2491231,E-WALLET,RETURNING,BEKASI,LOW STOCK,COMPLETED,4,NO,YES,HIGH,VALID
05-15-2024,2024-05-18,LAZADA,HOME LIVING,VACUUM CLEANER,3,PAYDAY SALE,DISC15,15.0,291704,20000,1652992,COD,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024-10-13,2024-10-14,TIKTOK SHOP,SPORTS,DUMBBELL 5KG,2,PAYDAY SALE,DISC15,15.0,221060,20000,1252672,E-WALLET,NEW,BEKASI,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
29/07/2024,2024/03/31,TOKOPEDIA,SPORTS,DUMBBELL 5KG,3,PAYDAY SALE,DISC15,15.0,231974,18000,0,VIRTUAL ACCOUNT,RETURNING,BEKASI,IN STOCK,CANCELLED,5,N,NO,LOW,INVALID
2024-05-11,05-12-2024,TIKTOK SHOP,SPORTS,SKIPPING ROPE,2,PAYDAY SALE,DISC15,15.0,268021,12000,1518783,CREDIT CARD,RETURNING,BEKASI,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
02-21-2024,2024/03/31,TIKTOK SHOP,SPORTS,CYCLING GLOVES,1,NORMAL DAY,NONE,0.0,RP 0,20000,0,E-WALLET,RETURNING,BANDUNG,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
03-25-2024,2024/03/30,SHOPEE,SPORTS,YOGA MAT,1,FLASH SALE,DISC10,10.0,50030,25000,0,TRANSFER BANK,RETURNING,MAKASSAR,IN STOCK,RETURNED,5,N,NO,LOW,VALID
2024-12-22,24/12/2024,SHOPEE,FASHION,MEN T-SHIRT,4,PAYDAY SALE,DISC15,15.0,76552,25000,433792,E-WALLET,RETURNING,SEMARANG,LOW STOCK,COMPLETED,4,NO,NO,LOW,VALID
05-19-2024,2024/05/20,LAZADA,FASHION,MEN T-SHIRT,1,NORMAL DAY,NONE,0.0,0,9000,240387,CREDIT CARD,RETURNING,BEKASI,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
2024-05-26,01/06/2024,BLIBLI,SPORTS,SKIPPING ROPE,1,CLEARANCE,CLEAR30,30.0,20076,15000,46843,E-WALLET,NEW,JAKARTA,IN STOCK,COMPLETED,4,N,NO,LOW,VALID
2024/04/29,2024/05/05,BLIBLI,BEAUTY,SUNSCREEN,1,CLEARANCE,CLEAR30,30.0,98506,0,229847,E-WALLET,RETURNING,SEMARANG,IN STOCK,SHIPPED,5,NO,NO,LOW,VALID
06/11/2024,09/11/2024,TOKOPEDIA,BEAUTY,SKINCARE SERUM,2,PAYDAY SALE,DISC15,15.0,13548,25000,76774,TRANSFER BANK,RETURNING,MEDAN,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
2024-12-29,31/12/2024,TIKTOK SHOP,SPORTS,DUMBBELL 5KG,1,MEGA CAMPAIGN,DISC20,20.0,RP 35.714,9000,142856,VIRTUAL ACCOUNT,RETURNING,JAKARTA,PREORDER,COMPLETED,5,N,NO,LOW,VALID
2024/06/02,2024/03/31,BLIBLI,FASHION,MEN T-SHIRT,8,MEGA CAMPAIGN,DISC20,20.0,770146,15000,0,TRANSFER BANK,RETURNING,BEKASI,PREORDER,CANCELLED,5,PRIORITY,NO,LOW,INVALID
2024/06/12,13/06/2024,TIKTOK SHOP,FASHION,SNEAKERS,3,PAYDAY SALE,DISC15,15.0,226817,9000,1285294,COD,VIP,MEDAN,IN STOCK,COMPLETED,4,YES,YES,HIGH,VALID
03-23-2024,2024-03-25,TOKOPEDIA,BEAUTY,FACE WASH,1,PAYDAY SALE,DISC15,15.0,21213,12000,120206,VIRTUAL ACCOUNT,RETURNING,JAKARTA,IN STOCK,ON DELIVERY,5,NO,NO,LOW,VALID
2024-04-22,2024/03/31,LAZADA,BEAUTY,SUNSCREEN,3,FLASH SALE,DISC10,10.0,33480,20000,0,TRANSFER BANK,RETURNING,SURABAYA,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
06-19-2024,2024/06/20,TIKTOK SHOP,BEAUTY,BODY LOTION,8,FLASH SALE,NONE,10.0,108384,25000,975456,CASH ON DELIVERY,NEW,BEKASI,LOW STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
2024/08/16,23/08/2024,BLIBLI,SPORTS,SKIPPING ROPE,3,NORMAL DAY,NONE,0.0,0,20000,2289603,TRANSFER BANK,RETURNING,BANDUNG,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
09-05-2024,2024-09-08,SHOPEE,HOME LIVING,TABLE LAMP,6,CLEARANCE,CLEAR30,30.0,329290,9000,768344,VIRTUAL ACCOUNT,VIP,BANDUNG,LOW STOCK,COMPLETED,4,PRIORITY,NO,MEDIUM,VALID
10/09/2024,2024/03/31,BLIBLI,SPORTS,CYCLING GLOVES,2,NORMAL DAY,NONE,0.0,0,12000,360880,TRANSFER BANK,VIP,MAKASSAR,LOW STOCK,COMPLETED,5,YES,NO,LOW,VALID
2024-01-13,2024/01/17,SHOPEE,FASHION,HOODIE,4,MEGA CAMPAIGN,DISC20,20.0,437415,20000,1749661,VIRTUAL ACCOUNT,RETURNING,BEKASI,PREORDER,COMPLETED,5,YES,YES,HIGH,VALID
25/01/2024,2024/01/29,SHOPEE,BEAUTY,SKINCARE SERUM,6,CLEARANCE,CLEAR30,30.0,553828,0,1292264,E-WALLET,VIP,MEDAN,IN STOCK,COMPLETED,5,PRIORITY,YES,HIGH,VALID
2024-09-17,09-22-2024,TIKTOK SHOP,FASHION,JEANS,5,PAYDAY SALE,DISC15,15.0,153464,18000,869626,TRANSFER BANK,VIP,SEMARANG,IN STOCK,COMPLETED,4,PRIORITY,NO,MEDIUM,VALID
2024-06-18,06-22-2024,SHOPEE,ELECTRONICS,BLUETOOTH SPEAKER,1,PAYDAY SALE,DISC15,15.0,313244,25000,1775050,E-WALLET,RETURNING,SURABAYA,PREORDER,COMPLETED,5,N,YES,HIGH,VALID
09-10-2024,2024/09/13,TOKOPEDIA,ELECTRONICS,BLUETOOTH SPEAKER,1,CLEARANCE,CLEAR30,30.0,392221,12000,915182,COD,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/09/11,2024/09/13,SHOPEE,SPORTS,DUMBBELL 5KG,2,FLASH SALE,DISC10,10.0,171901,25000,1547111,E-WALLET,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
2024-04-13,15/04/2024,BLIBLI,SPORTS,DUMBBELL 5KG,4,CLEARANCE,CLEAR30,30.0,379667,12000,885889,CREDIT CARD,RETURNING,MEDAN,LOW STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024-03-06,2024-03-11,SHOPEE,HOME LIVING,TABLE LAMP,3,FLASH SALE,DISC10,10.0,226901,18000,2042113,CREDIT CARD,RETURNING,BEKASI,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
02/08/2024,2024-08-09,TIKTOK SHOP,ELECTRONICS,BLUETOOTH SPEAKER,1,PAYDAY SALE,DISC15,15.0,353151,0,2001189,E WALLET,RETURNING,MAKASSAR,IN STOCK,SHIPPED,5,NO,YES,HIGH,VALID
2024/10/18,2024/10/22,TIKTOK SHOP,BEAUTY,FACE WASH,3,PAYDAY SALE,DISC15,15.0,61187,25000,346729,TRANSFER BANK,NEW,BEKASI,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
01-05-2024,01-07-2024,LAZADA,HOME LIVING,VACUUM CLEANER,1,FLASH SALE,DISC10,0.0,67374,25000,606367,E-WALLET,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
13/02/2024,02-15-2024,BLIBLI,FASHION,WOMEN DRESS,2,CLEARANCE,CLEAR30,30.0,108985,12000,254299,COD,NEW,MEDAN,LOW STOCK,COMPLETED,5,N,NO,LOW,VALID
2024-12-28,01-02-2025,LAZADA,FASHION,MEN T-SHIRT,4,CLEARANCE,CLEAR30,30.0,516587,15000,1205369,VA,RETURNING,MEDAN,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
11/11/2024,11-12-2024,BLIBLI,BEAUTY,BODY LOTION,1,NORMAL DAY,NONE,0.0,0,20000,161846,TRANSFER BANK,RETURNING,SURABAYA,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
06-08-2024,06-15-2024,TOKOPEDIA,FASHION,JEANS,3,PAYDAY SALE,DISC15,15.0,140884,20000,798344,UNKNOWN,NEW,MEDAN,IN STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
2024-07-19,2024/03/31,SHOPEE,ELECTRONICS,POWER BANK,4,FLASH SALE,DISC10,10.0,212814,9000,1915326,CREDIT CARD,NEW,BANDUNG,PREORDER,COMPLETED,4,NORMAL,YES,HIGH,VALID
2024-07-22,27/07/2024,TOKOPEDIA,BEAUTY,SUNSCREEN,2,MEGA CAMPAIGN,NONE,20.0,85357,20000,341427,UNKNOWN,VIP,BANDUNG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024/10/13,2024/10/17,TIKTOK SHOP,HOME_LIVING,BLENDER,4,NORMAL DAY,NONE,0.0,0,12000,941684,VIRTUAL ACCOUNT,NEW,SURABAYA,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/04/02,2024/04/05,BLIBLI,ELECTRONICS,BLUETOOTH SPEAKER,1,FLASH SALE,DISC10,10.0,189661,12000,1706952,CREDIT CARD,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
2024-12-29,2025/01/03,BLIBLI,FASHION,JEANS,3,FLASH SALE,DISC10,10.0,122412,15000,1101711,CREDIT CARD,RETURNING,JAKARTA,IN STOCK,COMPLETED,3,NORMAL,YES,HIGH,VALID
2024-02-24,28/02/2024,LAZADA,SPORTS,RUNNING SHOES,3,PAYDAY SALE,DISC15,15.0,376458,18000,2133261,COD,NEW,JAKARTA,PREORDER,COMPLETED,5,N,YES,HIGH,VALID
2024/04/04,2024/04/11,LAZADA,BEAUTY,LIP TINT,1,MEGA CAMPAIGN,DISC20,0.0,12710,12000,50839,TRANSFER BANK,RETURNING,MEDAN,LOW STOCK,COMPLETED,4,NO,NO,LOW,VALID
11-10-2024,11-14-2024,SHOPEE,ELECTRONICS,PHONE CHARGER,1,MEGA CAMPAIGN,DISC20,20.0,363046,25000,1452185,E-WALLET,RETURNING,BEKASI,IN STOCK,COMPLETED,5,YES,YES,HIGH,VALID
16/02/2024,02-20-2024,LAZADA,HOME LIVING,VACUUM CLEANER,2,NORMAL DAY,NONE,0.0,0,12000,538722,E-WALLET,NEW,YOGYAKARTA,LOW STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
2024/11/19,2024-11-21,TIKTOK SHOP,SPORTS,CYCLING GLOVES,6,FLASH SALE,DISC10,10.0,RP 27.995,0,251953,CREDIT CARD,NEW,SURABAYA,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024/03/27,2024-03-30,SHOPEE,ELECTRONICS,POWER BANK,3,MEGA CAMPAIGN,DISC20,20.0,304027,12000,1216109,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,LOW STOCK,COMPLETED,5,YES,YES,HIGH,VALID
22/10/2024,10-25-2024,TOKOPEDIA,ELECTRONICS,SMARTWATCH,3,NORMAL DAY,NONE,0.0,0,25000,1018692,CREDIT CARD,RETURNING,JAKARTA,LOW STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
06-05-2024,2024/03/31,TOKOPEDIA,SPORTS,SKIPPING ROPE,1,FLASH SALE,DISC10,10.0,62021,12000,0,E-WALLET,VIP,JAKARTA,IN STOCK,CANCELLED,5,Y,NO,LOW,INVALID
25/09/2024,2024-09-27,SHOPEE,SPORTS,SKIPPING ROPE,1,MEGA CAMPAIGN,DISC20,20.0,20845,12000,83381,E-WALLET,VIP,MEDAN,IN STOCK,COMPLETED,4,PRIORITY,NO,LOW,VALID
2024/07/16,2024/07/23,TOKOPEDIA,FASHION,HOODIE,2,FLASH SALE,DISC10,10.0,32551,9000,292961,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
29/07/2024,07-30-2024,TOKOPEDIA,BEAUTY,LIP TINT,3,NORMAL DAY,NONE,0.0,0,20000,265005,CREDIT CARD,NEW,SEMARANG,LOW STOCK,ON DELIVERY,5,NO,NO,LOW,VALID
2024/05/02,03/05/2024,TOKOPEDIA,ELECTRONICS,POWER BANK,3,FLASH SALE,DISC10,10.0,132481,18000,1192325,CREDIT CARD,NEW,SEMARANG,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
01-04-2024,2024/01/14,TIKTOK SHOP,BEAUTY,SKINCARE SERUM,2,MEGA CAMPAIGN,DISC20,20.0,16551,18000,66203,COD,NEW,MAKASSAR,IN STOCK,COMPLETED,5,YES,NO,LOW,VALID
04-16-2024,2024/04/19,BLIBLI,HOME_LIVING,STORAGE BOX,1,PAYDAY SALE,DISC15,15.0,147136,15000,833774,TRANSFER BANK,NEW,MEDAN,LOW STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
27/11/2024,2024/03/31,BLIBLI,FASHION,HOODIE,1,NORMAL DAY,NONE,0.0,0,0,0,COD,NEW,MEDAN,PREORDER,BATAL,5,N,NO,LOW,VALID
2024-07-03,2024/07/10,TIKTOK SHOP,BEAUTY,SKINCARE SERUM,3,MEGA CAMPAIGN,DISC20,20.0,194581,20000,778322,CASH ON DELIVERY,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
04-15-2024,2024/04/17,BLIBLI,SPORTS,CYCLING GLOVES,2,FLASH SALE,DISC10,10.0,161574,9000,1454166,E WALLET,NEW,JAKARTA,IN STOCK,ON DELIVERY,5,NORMAL,YES,HIGH,VALID
06-14-2024,2024/03/31,LAZADA,ELECTRONICS,WIRELESS EARBUDS,4,MEGA CAMPAIGN,DISC20,20.0,1718299,12000,0,CREDIT CARD,RETURNING,SEMARANG,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
28/06/2024,2024-07-03,LAZADA,SPORTS,CYCLING GLOVES,3,PAYDAY SALE,DISC15,15.0,141256,9000,800453,COD,RETURNING,BEKASI,PREORDER,ON DELIVERY,5,N,NO,MEDIUM,VALID
08-03-2024,2024/08/11,SHOPEE,HOME LIVING,TABLE LAMP,1,MEGA CAMPAIGN,DISC20,20.0,177720,20000,710880,E-WALLET,RETURNING,MEDAN,LOW STOCK,COMPLETED,5,Y,NO,MEDIUM,VALID
02-25-2024,2024/03/02,LAZADA,FASHION,HOODIE,1,NORMAL DAY,NONE,0.0,0,0,413939,EWALLET,RETURNING,YOGYAKARTA,LOW STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
05-09-2024,2024/05/16,TOKOPEDIA,ELECTRONICS,BLUETOOTH SPEAKER,2,FLASH SALE,DISC10,10.0,18223,18000,164007,CREDIT CARD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
03-31-2024,2024/04/07,TIKTOK SHOP,FASHION,JEANS,2,MEGA CAMPAIGN,DISC20,20.0,178484,20000,713938,CREDIT CARD,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
02-13-2024,02-14-2024,SHOPEE,SPORTS,SKIPPING ROPE,1,NORMAL DAY,NONE,0.0,0,15000,587670,CREDIT CARD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
01/10/2024,2024-10-03,TIKTOK SHOP,ELECTRONICS,SMARTWATCH,4,NORMAL DAY,NONE,0.0,0,25000,2294148,E-WALLET,RETURNING,MEDAN,IN STOCK,COMPLETED,3,NO,YES,HIGH,VALID
19/05/2024,2024/03/31,BLIBLI,BEAUTY,BODY LOTION,5,NORMAL DAY,NONE,0.0,0,0,0,VIRTUAL ACCOUNT,NEW,BEKASI,IN STOCK,BATAL,5,N,NO,LOW,VALID
2024-01-16,2024/03/31,LAZADA,ELECTRONICS,POWER BANK,3,CLEARANCE,CLEAR30,30.0,1290080,0,0,COD,VIP,JAKARTA,IN STOCK,CANCEL,5,YES,NO,LOW,VALID
2024-12-13,12-16-2024,TOKOPEDIA,BEAUTY,LIP TINT,3,MEGA CAMPAIGN,DISC20,20.0,169055,15000,676222,COD,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,PRIORITY,NO,MEDIUM,VALID
28/07/2024,2024/03/31,TIKTOK SHOP,HOME LIVING,BLENDER,2,MEGA CAMPAIGN,DISC20,20.0,125776,20000,503102,VIRTUAL ACCOUNT,RETURNING,BEKASI,IN STOCK,COMPLETED,5,PRIORITY,NO,MEDIUM,VALID
2024-11-02,2024-11-05,LAZADA,HOME LIVING,BLENDER,1,FLASH SALE,DISC10,10.0,66694,9000,600251,CREDIT CARD,NEW,MEDAN,IN STOCK,COMPLETED,3,N,NO,MEDIUM,VALID
2024-07-07,11/07/2024,TOKOPEDIA,HOME LIVING,VACUUM CLEANER,3,NORMAL DAY,NONE,0.0,0,12000,2339628,COD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
28/05/2024,02/06/2024,LAZADA,FASHION,MEN T-SHIRT,4,CLEARANCE,CLEAR30,30.0,411713,9000,960663,E-WALLET,NEW,SURABAYA,IN STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024-09-23,2024/03/31,BLIBLI,FASHION,MEN T-SHIRT,4,NORMAL DAY,NONE,0.0,0,9000,1087632,TRANSFER BANK,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024/04/12,04-18-2024,LAZADA,ELECTRONICS,POWER BANK,2,PAYDAY SALE,DISC15,15.0,117179,25000,664013,COD,NEW,SEMARANG,LOW STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024-07-26,31/07/2024,TOKOPEDIA,FASHION,SNEAKERS,3,NORMAL DAY,NONE,0.0,0,12000,1512477,E-WALLET,NEW,JAKARTA,LOW STOCK,SHIPPED,5,NO,YES,HIGH,VALID
12-26-2024,2024/03/31,LAZADA,HOME LIVING,VACUUM CLEANER,1,PAYDAY SALE,DISC15,15.0,RP 163.640,20000,0,E WALLET,RETURNING,YOGYAKARTA,IN STOCK,CANCELLED,5,N,NO,LOW,INVALID
12-28-2024,2025/01/04,SHOPEE,BEAUTY,SUNSCREEN,1,NORMAL DAY,NONE,0.0,0,12000,104866,COD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
23/07/2024,26/07/2024,BLIBLI,FASHION,MEN T-SHIRT,1,MEGA CAMPAIGN,DISC20,20.0,16074,18000,64298,E-WALLET,RETURNING,JAKARTA,PREORDER,COMPLETED,5,Y,NO,LOW,VALID
2024-03-15,21/03/2024,LAZADA,FASHION,JEANS,1,PAYDAY SALE,DISC15,15.0,11704,20000,66323,CREDIT CARD,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
03-08-2024,13/03/2024,TOKOPEDIA,FASHION,MEN T-SHIRT,1,NORMAL DAY,NONE,0.0,0,15000,294593,VIRTUAL ACCOUNT,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024/11/21,2024-11-24,TIKTOK SHOP,SPORTS,RUNNING SHOES,3,PAYDAY SALE,DISC15,15.0,136413,25000,773004,E-WALLET,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
06-04-2024,06-08-2024,BLIBLI,FASHION,HOODIE,1,PAYDAY SALE,DISC15,15.0,47144,9000,267152,E-WALLET,RETURNING,YOGYAKARTA,IN STOCK,SHIPPED,5,NORMAL,NO,LOW,VALID
08/08/2024,13/08/2024,TOKOPEDIA,BEAUTY,BODY LOTION,2,FLASH SALE,DISC10,10.0,63484,15000,571358,TRANSFER BANK,NEW,SEMARANG,IN STOCK,SHIPPED,5,NO,NO,MEDIUM,VALID
2024-09-28,29/09/2024,LAZADA,FASHION,MEN T-SHIRT,1,FLASH SALE,DISC10,10.0,54107,15000,486965,UNKNOWN,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
2024-06-12,2024-06-14,TOKOPEDIA,SPORTS,CYCLING GLOVES,2,CLEARANCE,CLEAR30,30.0,371391,18000,866579,TRANSFER BANK,RETURNING,JAKARTA,IN STOCK,SHIPPED,5,NORMAL,NO,MEDIUM,VALID
12-16-2024,2024/12/19,TOKOPEDIA,FASHION,WOMEN DRESS,1,MEGA CAMPAIGN,DISC20,20.0,83334,20000,333337,TRANSFER BANK,VIP,BEKASI,PREORDER,COMPLETED,5,Y,NO,LOW,VALID
07/05/2024,2024-05-09,BLIBLI,FASHION,MEN T-SHIRT,1,NORMAL DAY,NONE,0.0,0,25000,311175,COD,RETURNING,MEDAN,IN STOCK,COMPLETED,3,NORMAL,NO,LOW,VALID
2024/03/10,2024/03/16,TOKOPEDIA,FASHION,MEN T-SHIRT,2,NORMAL DAY,NONE,0.0,0,12000,325976,E-WALLET,RETURNING,BEKASI,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
20/12/2024,24/12/2024,BLIBLI,BEAUTY,SUNSCREEN,5,FLASH SALE,NONE,10.0,100455,15000,0,BANK TRANSFER,NEW,MEDAN,IN STOCK,RETURNED,3,NORMAL,NO,LOW,VALID
08-26-2024,2024/09/02,BLIBLI,SPORTS,YOGA MAT,8,PAYDAY SALE,DISC15,15.0,292302,25000,1656378,CREDIT CARD,RETURNING,JAKARTA,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
06/08/2024,08-11-2024,LAZADA,BEAUTY,SKINCARE SERUM,2,CLEARANCE,CLEAR30,30.0,109220,25000,254846,CREDIT CARD,RETURNING,MEDAN,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
2024-01-04,06/01/2024,LAZADA,BEAUTY,SUNSCREEN,2,CLEARANCE,CLEAR30,30.0,187309,18000,437055,CREDIT CARD,VIP,SURABAYA,IN STOCK,COMPLETED,5,Y,NO,LOW,VALID
2024/01/11,15/01/2024,LAZADA,HOME LIVING,STORAGE BOX,2,NORMAL DAY,NONE,0.0,0,9000,682000,VIRTUAL ACCOUNT,RETURNING,SEMARANG,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
2024/04/22,29/04/2024,TOKOPEDIA,BEAUTY,BODY LOTION,2,NORMAL DAY,NONE,0.0,0,15000,666204,CREDIT CARD,RETURNING,MEDAN,PREORDER,COMPLETED,5,N,NO,MEDIUM,VALID
2024/05/24,27/05/2024,TOKOPEDIA,FASHION,JEANS,6,PAYDAY SALE,DISC15,15.0,156131,15000,884743,COD,NEW,BEKASI,IN STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
07-10-2024,2024/07/12,SHOPEE,FASHION,HOODIE,5,MEGA CAMPAIGN,DISC20,20.0,446009,9000,1784036,CREDIT CARD,NEW,SURABAYA,IN STOCK,COMPLETED,5,PRIORITY,YES,HIGH,VALID
2024/10/22,28/10/2024,LAZADA,BEAUTY,LIP TINT,8,NORMAL DAY,NONE,0.0,0,18000,556736,E-WALLET,NEW,YOGYAKARTA,LOW STOCK,COMPLETED,3,NORMAL,NO,MEDIUM,VALID
06-18-2024,25/06/2024,LAZADA,FASHION,MEN T-SHIRT,3,NORMAL DAY,NONE,0.0,0,25000,1054893,TRANSFER BANK,VIP,SURABAYA,PREORDER,SHIPPED,5,Y,YES,HIGH,VALID
17/01/2024,2024/01/21,BLIBLI,BEAUTY,LIP TINT,5,PAYDAY SALE,DISC15,15.0,29613,18000,167807,COD,RETURNING,YOGYAKARTA,IN STOCK,ON DELIVERY,5,NORMAL,NO,LOW,VALID
05-08-2024,05-10-2024,BLIBLI,SPORTS,SKIPPING ROPE,4,MEGA CAMPAIGN,DISC20,20.0,485886,9000,1943546,COD,NEW,BANDUNG,LOW STOCK,COMPLETED,5,N,YES,HIGH,VALID
06-29-2024,2024/03/31,TOKOPEDIA,FASHION,SNEAKERS,1,FLASH SALE,DISC10,10.0,12012,20000,0,COD,VIP,BEKASI,LOW STOCK,CANCEL,5,PRIORITY,NO,LOW,VALID
